Duration(Days),Main Cause,Latitude,Longitude,Severity,Human injury
4,Heavy rain,25.965,76.05,1,76
35,Heavy rain,16.29,80.055,1,34
1,Heavy rain,26.235,92.25,1,233
6,Heavy rain,26.73,82.845,1,97
78,Heavy rain,25.695,87.75,1,50
3,Heavy rain,9.88679,78.4773,1,876
4,Heavy rain,10.8365,76.7588,1,731
5,Heavy rain,20.7933,85.8723,1,23
7,flood,26.0844,86.1969,1,780
7,flood,27.3624,94.0349,1,31
30,flood,28.5244,80.9261,1,7
2,flood,22.3056,88.3453,1,17
7,flood,26.3755,86.2422,1,430
5,"heavy rains, floods",26.5897,92.1815,1,21
30,floods,22.3021,73.9531,1,425
1,cloud burst,20.6511,86.0022,1,17
8,severe floods,26.5659,92.4354,1,50
8,floods,26.1094,86.557,1,10
3,heavy rains,30.1135,78.8529,1,44
1,heavy rains,19.4398,82.3216,1,13
36,floods,20.9855,82.7962,1,72
8,floods,31.3063,76.8569,1,25
8,floods,26.8031,93.6379,1,500
2,heavy rains,11.8283,78.8042,1,15
22,floods,32.7135,76.6135,1,88
15,floods,21.9781,82.5285,1,0
45,floods,27.387,94.9182,1,21
8,floods,21.2719,84.2495,1,90
2,torrential rain,24.7174,85.9321,1,90
15,heavy rains,27.8115,94.716,1,0
8,heavy rains,20.7752,84.1258,1,16
15,flood,27.3852,79.7586,1,40
8,floods,26.1795,86.2537,1,263
7,floods,27.6132,94.6542,1,238
14,torrential rain,14.5398,75.0937,1,3083
14,heavy rains,32.8353,76.9103,1,232
4,floods,26.4816,82.8434,1,35
10,floods,21.1495,86.7154,1,95
10,heavy rains,25.6339,84.0726,1,70
1,torrential rain,17.4331,80.187,1,617
7,heavy rains and floods,23.6547,89.4296,1,60
7,heavy rains,26.4813,92.0622,1,53
7,heavy rains,26.988,92.926,1,11
30,heavy rains,28.886,80.7246,1,9
1,heavy rains,22.0189,71.1117,1,26
31,floods,18.4311,80.713,1,20
14,flooded,26.5037,86.5429,1,0
14,moderate floods,30.9339,75.0459,1,40
14,floods,19.1131,72.8962,1,230
10,floods,15.1816,76.4736,1,40
14,floods,24.8678,92.8291,1,17
7,floods,26.4375,80.8611,1,600
7,floods,33.8036,76.2592,1,35
365,floods,16.2843,80.6926,1,144
14,heavy rains,26.7553,92.7754,1,94
7,heavy rains,26.7055,78.8703,1,63
7,heavy rains,27.5435,80.6956,1,82
14,heavy rains,22.4257,71.3244,1,74
7,heavy rains,26.0747,92.817,1,326
14,heavy rains,11.3982,77.0504,1,2500
7,heavy rains,24.4696,92.4232,1,24
14,floods,15.733,73.7324,1,200
14,heavy rains,26.6059,92.9592,1,273
7,heavy rains,20.9474,79.1574,1,100
7,heavy rains,20.2047,84.4178,1,97
14,floods,28.3671,81.0334,1,26
7,heavy rains,24.707,85.7348,1,50
7,Heavy rain,24.3395,87.8328,1,32
14,floods,14.0025,79.4752,1,6
7,floods,16.5216,75.9695,1,1126
14,heavy rains,26.9122,94.46,1,12
7,floods,20.5033,86.0449,1,230
7,"heavy rains, floods",24.8678,80.7003,1,45
7,floods,13.0242,78.8487,1,9803
17,severe flood,24.9382,92.0974,1,30
7,floods,25.1622,89.7567,1,140
1,heavy rains,27.9917,78.9675,1,637
10,floods,13.407,75.4042,1,162
7,floods,11.054,77.5024,1,578
7,severe floods,12.5851,79.9572,1,40
93,inceasant rains ,20.6258,76.6191,1,1468
34,floods,31.7869,77.252,1,140
38,heavy rains,27.586,80.6237,1,15
7,inceasant rains ,31.7821,76.9177,1,29
7,floods,31.7668,77.27,1,86
17,Heavy rain,20.7866,79.2684,1,100
7,floods,31.5294,77.0555,1,26
15,heavy rains,20.1358,84.4369,1,16
7,"floods, heavy landslides",10.7214,78.7248,1,65
7,heavy rains,16.2498,80.0422,1,146
7,heavy rains,23.2582,92.8575,1,12
7,floods,26.0363,92.8902,1,143
5,heavy rains,28.2424,76.8263,1,11
1,floods,27.5887,88.4616,1,0
7,heavy rains,22.4615,87.3749,1,4
7,heavy rains,16.4132,80.612,1,169
7,floods,26.5766,73.762,1,503
17,floods,27.4105,92.3599,1,33
7,heavy rains,24.7685,85.6883,1,22
7,heavy rains,15.0341,78.7288,1,11
38,floods,17.0009,81.7657,1,20
7,floods,24.0572,86.2554,1,4
79,heavy rains,31.7905,77.3409,1,4
7,heavy rains,22.4404,71.3091,1,2
1,heavy rains,9.49041,76.6811,1,2
16,floods,26.0909,92.9144,1,10
16,heavy rains,33.9398,74.8298,1,10
27,heavy rains,18.8234,75.4418,1,10
14,heavy rains,16.9874,82.1012,1,10
16,floods,13.8493,78.9883,1,10
7,heavy rains,24.0181,68.8677,1,4
7,heavy rains,20.4037,74.4164,1,10
7,heavy rains,16.1464,79.4042,1,10
7,floods,23.3997,88.9474,1,44
7,floods,21.1735,85.3527,1,3
7,heavy rains,27.4268,94.7981,1,10
7,heavy rains,31.806,77.6925,1,200
7,heavy rains,27.094,94.643,1,10
7,flooded,17.1335,79.2098,1,10
7,floods,26.9607,80.4678,1,10
14,heavy rains,19.9343,80.0385,1,10
7,floods,24.0841,88.5453,1,10
14,flood,15.811,74.5207,1,228
1,incessant rains,24.4457,92.0058,1,10
38,floods,22.8284,71.2868,1,85
7,floods,9.72651,76.423,1,10
7,floods,21.0559,84.7987,1,68
1,heavy rains,30.7738,79.8583,1,10
7,heavy rains,32.6061,76.1481,1,10
7,heavy rains,26.7556,83.0513,1,10
1,torential rain and heavy floods,26.5321,84.87,1,15
7,flood,16.746,79.1214,1,10
7,heavy rains,14.8405,79.054,1,10
7,heavy rains,10.4517,78.7843,1,10
1,heavy rains,27.8034,95.3833,1,3
7,heavy rains,22.342,88.9351,1,10
7,flash floods,20.8681,73.6623,1,15
7,heavy rains,25.8418,89.2696,1,20
1,heavy rains,30.5622,78.5235,1,10
14,floods,21.5391,73.2201,1,2
7,heavy rains and floods,11.8739,75.527,1,5
21,moderate to severe,10.9485,79.0643,1,10
21,moderate to severe,12.9158,74.9274,1,44
7,moderate,21.3961,73.44,1,10
7,moderate to severe,21.9811,73.9596,1,9
7,moderate to severe,19.1881,79.2948,1,2
7,moderate,20.6258,85.8936,1,10
14,moderate to severe,12.1226,75.4747,1,16
7,moderate to severe,25.4989,85.8918,1,64
7,severe,21.0247,73.7641,1,86
7,severe,24.6862,89.4002,1,177
7,severe,31.6718,78.4423,1,58
14,severe,21.433,73.0739,1,27
7,severe,20.9765,86.4305,1,10
7,moderate to severe,24.1288,80.1999,1,36
14,moderate to severe,27.4363,87.0126,1,45
7,moderate to severe,17.9836,73.435,1,10
7,moderate,16.9772,79.9654,1,10
7,moderate to severe,20.9915,86.2759,1,6
7,"severe, moderate",25.886,83.2115,1,10
7,moderate,21.1139,82.5389,1,10
7,severe,28.1973,79.3734,1,10
7,very severe,21.7139,73.4733,1,33
7,severe,21.9409,87.9347,1,19
7,severe,11.7804,78.7317,1,10
7,moderate,17.4335,82.8115,1,1
7,moderate,18.7332,75.2343,1,44
7,severe,10.5443,76.0498,1,44
7,moderate,26.5993,94.0245,1,10
7,floods and cloud burst,25.6151,83.6713,1,10
7,moderate to severe,19.1719,83.6477,1,9
7,moderate to severe,19.1028,72.8816,1,4
7,severe,22.4114,71.3097,1,44
7,moderate,20.1943,73.8242,1,10
7,moderate,18.1046,81.5288,1,11
7,moderate,27.5853,81.5174,1,10
7,moderate,32.8864,73.8842,1,10
7,moderate,19.73,83.7466,1,10
7,moderate,14.1349,79.9324,1,10
7,moderate to severe,33.4819,74.2156,1,2
7,moderate,26.2558,94.0189,1,50
7,moderate,14.945,78.1615,1,10
7,"moderate to severe, moderate",20.0539,81.8601,1,9
7,floods,21.0263,77.5237,1,10
7,moderate,22.0231,72.2495,1,1
7,moderate,22.6315,88.4871,1,16
7,severe,27.5773,95.263,1,3
7,moderate,10.3906,76.3115,1,10
7,heavy rains,20.4525,86.1978,1,1
7,moderate,22.6824,70.925,1,10
2,severe,31.2388,76.5268,1,14
7,moderate,15.7067,79.878,1,9
7,moderate to severe,20.9096,86.4033,1,2
7,moderate to severe,24.7214,93.9705,1,80
7,moderate,12.725,79.7002,1,10
7,moderate to severe,10.762,78.7172,1,200
7,severe,26.4,93.755,1,10
7,moderate to severe,22.1496,110.224,1,45
7,moderate,25.2411,90.1201,1,10
7,moderate,27.4995,89.7871,1,2
14,moderate to severe,16.6523,81.3801,1,161
7,moderate to severe,27.0442,94.5503,1,2
7,moderate to severe,20.9522,84.4064,1,29
7,Heavy rain,20.2249,84.7692,1,12
7,"severe, moderate to severe",15.3059,74.7271,1,850
7,"moderate, severe",27.481,93.8215,1,51
14,moderate,26.5,85.5,1,10
7,moderate,27.629,80.7483,1,10
11,heavy rains,26.8177,94.143,1,10
14,flash floods in lohit river,22.5263,88.0605,1,5
1,heavy rains,15.7081,78.233,1,10
7,severe floods ,11.4729,77.8452,1,3
7,moderate to severe floods,27.2504,94.6126,1,10
7,severe floods ,26.3166,91.8623,1,10
1,moderate floods,26.6381,93.1226,1,10
1,flash floods,15.2182,79.4844,1,"1,485"
14,heavy rains,30.1895,74.7785,1,10
7,heavy rains,25.5869,86.1983,1,8
7,heavy rains,33.5267,76.1256,1,10
2,heavy rains,25.965,76.05,1,10
1,moderate floods,16.29,80.055,1,10
2,severe floods ,26.235,92.25,1,10
1,heavy rains,26.73,82.845,1,35
1,moderate floods,25.695,87.75,1,10
1,heavy rains,9.88679,78.4773,1,10
7,severe floods ,10.8365,76.7588,1,10
1,heavy rains,20.7933,85.8723,1,1
1,heavy rains,26.0844,86.1969,1,10
10,heavy rains,27.3624,94.0349,1,10
1,heavy rains,28.5244,80.9261,1,10
1,heavy rains,22.3056,88.3453,1,4
3,heavy rains,26.3755,86.2422,1,10
3,heavy rains,26.5897,92.1815,1,3
2,heavy rains,22.3021,73.9531,1,10
5,moderate floods,20.6511,86.0022,1,10
1,heavy rains,26.5659,92.4354,1,31
1,heavy rains,26.1094,86.557,1,2
1,heavy rains,30.1135,78.8529,1,4
7,erratic rains,19.4398,82.3216,1,10
24,heavy rains,20.9855,82.7962,1,9
1,flash floods,31.3063,76.8569,1,2
1,heavy rains,26.8031,93.6379,1,10
7,severe floods ,11.8283,78.8042,1,7
2,heavy rains,32.7135,76.6135,1,10
3,flash floods,21.9781,82.5285,1,40
21,heavy rains,27.387,94.9182,1,10
1,flash floods,21.2719,84.2495,1,1
1,flash floods,24.7174,85.9321,1,1
1,moderate floods,27.8115,94.716,1,10
1,moderate floods,20.7752,84.1258,1,2
1,moderate floods,27.3852,79.7586,1,10
14,severe floods ,26.1795,86.2537,1,581
2,severe floods ,27.6132,94.6542,1,10
1,incessant heavy rains,14.5398,75.0937,1,2
7,heavy rains,32.8353,76.9103,1,18
186,heavy rains,26.4816,82.8434,1,4
8,severe floods ,21.1495,86.7154,1,19
1,heavy rains,25.6339,84.0726,1,10
1,heavy rains,17.4331,80.187,1,34
8,heavy rains,23.6547,89.4296,1,9
119,heavy rains,26.4813,92.0622,1,3
8,heavy rains,26.988,92.926,1,18
10,heavy rains and moderate floods,28.886,80.7246,1,9
7,severe floods ,22.0189,71.1117,1,30
1,heavy rains,18.4311,80.713,1,10
21,severe floods ,26.5037,86.5429,1,11
14,severe floods ,30.9339,75.0459,1,76
1,heavy rains,19.1131,72.8962,1,10
4,moderate to severe floods,15.1816,76.4736,1,10
7,flash floods,24.8678,92.8291,1,85
14,severe floods,26.4375,80.8611,1,10
14,severe floods,33.8036,76.2592,1,1
14,severe floods,16.2843,80.6926,1,23
7,floods,26.7553,92.7754,1,10
7,floods,26.7055,78.8703,1,18
7,moderate floods,27.5435,80.6956,1,3
40,severe floods,22.4257,71.3244,1,27
1,moderate floods,26.0747,92.817,1,10
21,flash floods,11.3982,77.0504,1,3
1,heavy rains,24.4696,92.4232,1,1
21,heavy rains,15.733,73.7324,1,4
14,moderate floods,26.6059,92.9592,1,3
1,moderate floods,20.9474,79.1574,1,4
7,heavy rains,20.2047,84.4178,1,1
1,moderate floods,28.3671,81.0334,1,10
1,moderate floods,24.707,85.7348,1,10
7,heavy rains,24.3395,87.8328,1,3
7,"heavy rains, moderate floods",14.0025,79.4752,1,3
7,heavy rains,16.5216,75.9695,1,7
7,heavy rains,26.9122,94.46,1,3
7,heavy rains,20.5033,86.0449,1,10
14,heavy rains,24.8678,80.7003,1,8
7,heavy rains,13.0242,78.8487,1,2
7,heavy rains,24.9382,92.0974,1,10
7,heavy rains,25.1622,89.7567,1,10
7,heavy rains,27.9917,78.9675,1,10
1,moderate floods,13.407,75.4042,1,6
7,heavy rains,11.054,77.5024,1,1
14,severe floods,12.5851,79.9572,1,22
1,heavy rains,20.6258,76.6191,1,1
7,heavy rains,31.7869,77.252,1,2
1,heavy rains,27.586,80.6237,1,1
2,heavy rains,31.7821,76.9177,1,45
7,heavy rains,31.7668,77.27,1,10
7,moderate floods,20.7866,79.2684,1,10
1,severe floods,31.5294,77.0555,1,10
1,moderate floods,20.1358,84.4369,1,10
7,"severe floods, heavy rains",10.7214,78.7248,1,13
14,"severe floods, heavy rains",16.2498,80.0422,1,15
7,heavy rains,23.2582,92.8575,1,10
1,heavy rains,26.0363,92.8902,1,7
7,heavy rains,28.2424,76.8263,1,10
1,flash floods,27.5887,88.4616,1,10
7,heavy rains,22.4615,87.3749,1,10
7,severe floods,16.4132,80.612,1,220
1,flash floods,26.5766,73.762,1,10
14,flash floods,27.4105,92.3599,1,21
14,flash floods,24.7685,85.6883,1,10
14,heavy rains,15.0341,78.7288,1,27
7,heavy rains,17.0009,81.7657,1,10
7,moderate floods,24.0572,86.2554,1,1
1,flash floods,31.7905,77.3409,1,1
7,heavy rains,22.4404,71.3091,1,10
1,heavy rains,9.49041,76.6811,1,25
1,moderate floods,26.0909,92.9144,1,8
7,"modern floods, flash floods, heavy rains",33.9398,74.8298,1,49
14,severe floods,18.8234,75.4418,1,130
52,severe floods,16.9874,82.1012,1,1313
7,heavy rains,13.8493,78.9883,1,60
1,flash floods due to sudden cloud burst,24.0181,68.8677,1,10
2,flash floods in vamsadhara river,20.4037,74.4164,1,10
1,floods in penHeavy rainr river ,16.1464,79.4042,1,15
1,flash floods,23.3997,88.9474,1,4
7,brahmaputra and its tributaries in moderate floods,21.1735,85.3527,1,10
7,brahmaputra and its tributaries in floods,27.4268,94.7981,1,1
7,brahmaputra and its tributaries in floods,31.806,77.6925,1,11
7,torrential rains,27.094,94.643,1,3
21,"kosi, kamala, ganga and mahaHeavy rainnda rivers in floods",17.1335,79.2098,1,10
2,heavy rains,26.9607,80.4678,1,1
7,flash flood in ghaggar river,19.9343,80.0385,1,10
1,flash floods,24.0841,88.5453,1,10
2,heavy rains,15.811,74.5207,1,18
7,heavy rains,24.4457,92.0058,1,10
1,heavy rains,22.8284,71.2868,1,5
1,heavy rains,9.72651,76.423,1,2
1,heavy rains,21.0559,84.7987,1,1
1,heavy rains,30.7738,79.8583,1,10
1,heavy rains,32.6061,76.1481,1,10
7,heavy rains,26.7556,83.0513,1,10
7,heavy rains,26.5321,84.87,1,4
1,heavy rains,16.746,79.1214,1,10
7,moderate floods in cheHeavy rainb and tawi rivers,14.8405,79.054,1,9
1,heavy rains,10.4517,78.7843,1,10
1,flash floods in rambhan stream by a cloud burst,27.8034,95.3833,1,3
7,heavy rains,22.342,88.9351,1,10
7,cauvery and kabini rivers in floods,20.8681,73.6623,1,10
1,heavy rains,25.8418,89.2696,1,10
1,heavy rains following cloud burst,30.5622,78.5235,1,2
7,flash floods in basrur river,21.5391,73.2201,1,10
7,moderate floods,11.8739,75.527,1,39
1,heavy rains,10.9485,79.0643,1,10
1,flash floods,12.9158,74.9274,1,2
1,heavy rains,21.3961,73.44,1,10
1,continuous heavy rains,21.9811,73.9596,1,1
14,heavy rains,19.1881,79.2948,1,10
7,Heavy rainrmada river in spate,20.6258,85.8936,1,1
7,flood in waimganga,12.1226,75.4747,1,10
1,heavy rains,25.4989,85.8918,1,5
7,heavy rains,21.0247,73.7641,1,10
2,heavy rains,24.6862,89.4002,1,4
2,heavy rains,31.6718,78.4423,1,10
1,unseasoHeavy rainl rains,21.433,73.0739,1,10
2,heavy rains,20.9765,86.4305,1,1
1,heavy rains,24.1288,80.1999,1,10
7,heavy rains,27.4363,87.0126,1,10
2,heavy rains,17.9836,73.435,1,10
1,heavy rains,16.9772,79.9654,1,10
7,floods,20.9915,86.2759,1,10
2,heavy rains,25.886,83.2115,1,10
2,heavy rains,21.1139,82.5389,1,10
1,floods in purHeavy rain and chandrabhaga,28.1973,79.3734,1,10
7,heavy rains,21.7139,73.4733,1,12
1,heavy rains,21.9409,87.9347,1,4
7,wardha and its tributaries  in floods due to continuus heavy rains,11.7804,78.7317,1,6
7,heavy rains,17.4335,82.8115,1,26
7,heavy rains,18.7332,75.2343,1,20
1,heavy rains,10.5443,76.0498,1,10
1,flash floods,26.5993,94.0245,1,10
1,heavy rains,25.6151,83.6713,1,10
1,heavy rains,19.1719,83.6477,1,10
1,heavy rains,19.1028,72.8816,1,10
1,heavy rains,22.4114,71.3097,1,10
7,heavy rains,20.1943,73.8242,1,10
1,heavy rains,18.1046,81.5288,1,10
1,heavy rains,27.5853,81.5174,1,10
1,moderate floods,32.8864,73.8842,1,10
7,heavy rains,19.73,83.7466,1,10
7,heavy rains,14.1349,79.9324,1,10
7,budki river in floods,33.4819,74.2156,1,10
7,severe floods in rivulets,26.2558,94.0189,1,7
7,heavy rains,14.945,78.1615,1,100
7,severe floods in dhundh river.,20.0539,81.8601,1,205
1,palar river in floods,21.0263,77.5237,1,10
7,manu and deo rivers in floods,22.0231,72.2495,1,10
1,heavy rains,22.6315,88.4871,1,18
31,"rivers gomti, ghagra and tapti in floods",27.5773,95.263,1,148
7,"rohini, rapti, burhi gandak, sharda, ghagra in floods",10.3906,76.3115,1,95
7,"floods in ghagra, gandak and ganga rivers",20.4525,86.1978,1,10
21,"floods in ghagra, rapti , burhi and kawano",22.6824,70.925,1,109
7,"flodds in rapti, burhi and ghagra rivers",31.2388,76.5268,1,14
31,unseasoHeavy rainl heavy rains,15.7067,79.878,1,95
1,heavy rains,20.9096,86.4033,1,340
1,heavy rains,24.7214,93.9705,1,557
14,flash floods,12.725,79.7002,1,49
7,"mechi, jalanhaka and mahaHeavy rainnda river in floods",10.762,78.7172,1,258
7,haldi river in floods,26.4,93.755,1,150
1,heavy rains,22.1496,110.224,1,49
1,heavy rains,25.2411,90.1201,1,76
7,severe (brahmaputra and its tributaries),27.4995,89.7871,1,34
7,severe (brahmaputra and its tributaries),16.6523,81.3801,1,233
7,moderate(brahmaputra),27.0442,94.5503,1,97
7,moderate (gandak river),20.9522,84.4064,1,50
7,moderate (ganga river) ,20.2249,84.7692,1,876
7,"severe (ganga, mahaHeavy rainnda and pun pun rivers)",15.3059,74.7271,1,731
1,heavy rains,27.481,93.8215,1,23
1,heavy rains,26.5,85.5,1,780
1,heavy rains,27.629,80.7483,1,31
1,heavy rains,26.8177,94.143,1,7
4,heavy rains (unseasoHeavy rainl),22.5263,88.0605,1,17
14,heavy rains (seasoHeavy rainl),15.7081,78.233,1,430
14,heavy rains (un seasoHeavy rainl),11.4729,77.8452,1,21
1,cloud burst,27.2504,94.6126,1,425
4,"heavy rains, (flooding of tawi river.)",26.3166,91.8623,1,17
1,heavy rains,26.6381,93.1226,1,50
14,moderate (tunga river) ,15.2182,79.4844,1,10
14,"severe (ne travathi, sharavathi, aghaHeavy rain shini. & varada rivers.",30.1895,74.7785,1,44
14,moderate,25.5869,86.1983,1,13
7,moderate (tungabhadra - river),33.5267,76.1256,1,72
6,moderate (streams from cape comorin) ... ,25.965,76.05,1,25
3,heavy rains,16.29,80.055,1,500
1,heavy rains,26.235,92.25,1,15
1,heavy rains,26.73,82.845,1,88
2,heavy rains,25.695,87.75,1,0
15,heavy rains,9.88679,78.4773,1,21
2,heavy rains,10.8365,76.7588,1,90
7,moderate (chambal river),20.7933,85.8723,1,90
7,heavy rains,26.0844,86.1969,1,0
7,severe (mahaHeavy raindi river),27.3624,94.0349,1,16
2,heavy rains (unseasoHeavy rainl) ,28.5244,80.9261,1,40
1,heavy rains (unseasoHeavy rainl) ,22.3056,88.3453,1,263
1,heavy rains,26.3755,86.2422,1,238
1,heavy rains,26.5897,92.1815,1,3083
1,moderate,22.3021,73.9531,1,232
1,heavy rains,20.6511,86.0022,1,35
1,heavy rains,26.5659,92.4354,1,95
1,severe(unprecedented flooding of shastri and tonvi rivers),26.1094,86.557,1,70
1,moderate (bondi river),30.1135,78.8529,1,617
2,moderate (mahaHeavy raindi river),19.4398,82.3216,1,60
7,"severe (mahaHeavy raindi, brahmani, baitarni & devi rivers) ",20.9855,82.7962,1,53
4,moderate (rivulets in spate) ,31.3063,76.8569,1,11
4,heavy rains (unseasoHeavy rainl) ,26.8031,93.6379,1,9
7,heavy rains (unseasoHeavy rainl) ,11.8283,78.8042,1,26
7,heavy rains (unseasoHeavy rainl) ,32.7135,76.6135,1,20
8,"moderate(chambal,  parbati  and  rivulets)",21.9781,82.5285,1,0
8,heavy rains,27.387,94.9182,1,40
8,moderate(chambal and parbati rivers),21.2719,84.2495,1,230
1,flash flood(tambraparni river),24.7174,85.9321,1,40
14,heavy rains (unseasoHeavy rainl),27.8115,94.716,1,17
1,heavy rains,20.7752,84.1258,1,600
7,flash floods in a nullah,27.3852,79.7586,1,35
17," severe(ganga, yamuHeavy rain and their tributaries, ghagra, rapti, gomti,burhi-gandak and betwa) )",26.1795,86.2537,1,144
7," severe(ganga, yamuHeavy rain and their tributaries, ghagra, rapti, gomti,burhi-gandak and betwa) )",27.6132,94.6542,1,94
7,moderate(padma river),14.5398,75.0937,1,63
7,moderate(bhagirathi and bhairab rivers),32.8353,76.9103,1,82
1,heavy rains,26.4816,82.8434,1,74
1,heavy rains,21.1495,86.7154,1,326
1,heavy rains,25.6339,84.0726,1,2500
1,heavy rains,17.4331,80.187,1,24
1,heavy rains,23.6547,89.4296,1,200
7,severe (brahmaputra river),26.4813,92.0622,1,273
4,severe (godavari),26.988,92.926,1,100
4,severe (godavari),28.886,80.7246,1,97
4,severe (godavari),22.0189,71.1117,1,26
4,severe (godavari),18.4311,80.713,1,50
4,severe (godavari),26.5037,86.5429,1,32
4,severe (godavari),30.9339,75.0459,1,6
4,severe (godavari),19.1131,72.8962,1,1126
2,heavy rains,15.1816,76.4736,1,12
1,heavy rains,24.8678,92.8291,1,230
1,heavy rains,26.4375,80.8611,1,45
7,severe (godavari),33.8036,76.2592,1,9803
16,severe(brahmaputra and its tributaries) ,16.2843,80.6926,1,30
7,"severe(brahmaputra, barak and their tributaries)",26.7553,92.7754,1,140
7,severe(brahmaputra and its tributaries) ,26.7055,78.8703,1,637
7,severe(barak and its tributaries) ,27.5435,80.6956,1,162
7,severe(brahmaputra and its tributaries) ,22.4257,71.3244,1,578
7,"severe (mahaHeavy rainnda, ganga and kosi)",26.0747,92.817,1,40
7,"(severe (mahaHeavy rainnda, ankan and their tributaries )",11.3982,77.0504,1,1468
7,severe (bagmati),24.4696,92.4232,1,140
7,"severe(kosi, kamalabalan and gandak)",15.733,73.7324,1,15
7,severe(ganga and its tributaries),26.6059,92.9592,1,29
7,severe (bagmati),20.9474,79.1574,1,86
7,severe (ganga),20.2047,84.4178,1,100
14,"severe (ganga, bagmati and their tributaries)",28.3671,81.0334,1,26
14,"severe (ganga, mahaHeavy rainnda and their tributaries)",24.707,85.7348,1,16
4,severe (ujen and ojat),24.3395,87.8328,1,65
1,heavy rains,14.0025,79.4752,1,146
7,severe(flash flooding in kalva),16.5216,75.9695,1,12
2,heavy rains,26.9122,94.46,1,143
7,severe ( flash flooding in western jamuHeavy rain caHeavy rainl),20.5033,86.0449,1,11
6,severe ( flash flooding in western jamuHeavy rain caHeavy rainl),24.8678,80.7003,1,0
1,heavy rains,13.0242,78.8487,1,4
6,severe(flash flooding),24.9382,92.0974,1,169
7,heavy rains,25.1622,89.7567,1,503
1,heavy rains,27.9917,78.9675,1,33
5,heavy rains,13.407,75.4042,1,22
1,cloud burst,11.054,77.5024,1,11
1,heavy rains,12.5851,79.9572,1,20
67,heavy rains,20.6258,76.6191,1,4
2,heavy rains due to cloud burst,31.7869,77.252,1,4
1,heavy rains,27.586,80.6237,1,2
7,"severe (krishHeavy rain, ghatprabha and vedganga)",31.7821,76.9177,1,2
7,moderate(bhima),31.7668,77.27,1,10
1,heavy rains,20.7866,79.2684,1,4
1,heavy rains,31.5294,77.0555,1,4
1,heavy rains,20.1358,84.4369,1,3
8,incessant rains,10.7214,78.7248,1,10
1,heavy rains,16.2498,80.0422,1,10
1,moderate (godavari),23.2582,92.8575,1,10
1,heavy rains,26.0363,92.8902,1,1
1,heavy rains,28.2424,76.8263,1,10
1,moderate(berHeavy rain),27.5887,88.4616,1,28
1,"severe(berHeavy rain, biHeavy rain, ghasan and suHeavy rainr)",22.4615,87.3749,1,10
2,heavy rains,16.4132,80.612,1,22
1,moderate (tamus),26.5766,73.762,1,10
1,severe (betwa and kunwari),27.4105,92.3599,1,60
1,heavy rains,24.7685,85.6883,1,3
1,heavy rains,15.0341,78.7288,1,3
7,heavy rains,17.0009,81.7657,1,1
1,heavy rains,24.0572,86.2554,1,10
7,"severe (kalawli, vashishti and shastri)",31.7905,77.3409,1,30
7,"severe(godavari, krishHeavy rain, bhima, pravara, koyHeavy rain, manjura, manwad, lendi, kayadu, penganga and warHeavy rain)",22.4404,71.3091,1,106
2,severe (ulhas and batsa-kalu),9.49041,76.6811,1,5
1,heavy rains,26.0909,92.9144,1,10
2,severe (flash flooding in mula-mutha),33.9398,74.8298,1,10
